D0001,A050,49,49,82,F4225
D0001,B0102,56,88,-82,F4225
D0001,S596,235,235,3,E4169
D0001,B6746,238,248,-3,E4169
D0001,A026,281,281,60,F2178
D0001,B3751,301,329,-60,F2178
D0001,A117,396,396,41,F8754
D0001,B3002,407,431,-41,F8754
D0001,A091,541,541,32,F6894
D0001,B8014,547,569,-32,F6894
D0001,A020,697,697,5,F1378
D0001,B2730,734,746,-5,F1378
D0002,A100,88,88,41,F7542
D0002,B3103,92,116,-41,F7542
D0002,A042,148,148,41,F3838
D0002,B5076,155,179,-41,F3838
D0002,S619,333,333,3,E4470
D0002,B3644,334,344,-3,E4470
D0002,A102,524,524,80,F7609
D0002,B0934,527,559,-80,F7609
D0002,A069,604,604,38,F5621
D0002,B5781,609,632,-38,F5621
D0002,S600,737,737,1,E4218
D0002,B2521,738,746,-1,E4218
D0003,A068,107,107,49,F5572
D0003,B9123,117,143,-49,F5572
D0003,S334,322,322,1,E2633
D0003,B9207,348,356,-1,E2633
D0003,A092,418,418,49,F6903
D0003,B0674,423,449,-49,F6903
D0003,A019,643,643,18,F1281
D0003,B7028,662,680,-18,F1281
D0003,A109,923,923,32,F8145
D0003,B3900,930,952,-32,F8145
D0004,S503,509,509,4,E3582
D0004,B2276,521,532,-4,E3582
D0004,S016,694,694,14,E0230
D0004,B3341,695,711,-14,E0230
D0004,A087,919,919,33,F6629
D0004,B3723,971,993,-33,F6629
D0005,S413,395,395,1,E2994
D0005,B5841,395,403,-1,E2994
D0005,A020,539,539,29,F1402
D0005,B3503,571,592,-29,F1402
D0005,A075,750,750,10,F5977
D0005,B6924,756,770,-10,F5977
D0006,A110,87,87,15,F8216
D0006,B2406,106,123,-15,F8216
D0006,A086,239,239,15,F6555
D0006,B2570,244,261,-15,F6555
D0006,S106,356,356,1,E1464
D0006,B0049,408,416,-1,E1464
D0006,A099,675,675,17,F7449
D0006,B4914,687,704,-17,F7449
D0006,A059,882,882,22,F4745
D0006,B8982,890,909,-22,F4745
D0007,A046,101,101,7,F4061
D0007,B4344,104,117,-7,F4061
D0007,A035,176,176,53,F3125
D0007,B0389,183,210,-53,F3125
D0007,A065,301,301,77,F5141
D0007,B0833,305,336,-77,F5141
D0007,S593,375,375,2,E4150
D0007,B3765,385,394,-2,E4150
D0007,A031,542,542,10,F2825
D0007,B6373,587,601,-10,F2825
D0007,S493,779,779,2,E3528
D0007,B2674,781,790,-2,E3528
D0008,A070,48,48,52,F5726
D0008,B6257,65,92,-52,F5726
D0008,A063,178,178,63,F5074
D0008,B2654,181,210,-63,F5074
D0008,S187,269,269,2,E1781
D0008,B1251,269,278,-2,E1781
D0008,S322,296,296,11,E2538
D0008,B8911,297,312,-11,E2538
D0008,A060,395,395,54,F4785
D0008,B4215,407,434,-54,F4785
D0008,S412,558,558,1,E2989
D0008,B8077,560,568,-1,E2989
D0008,S374,589,589,2,E2845
D0008,B5907,590,599,-2,E2845
D0008,A034,661,661,42,F3090
D0008,B6755,669,693,-42,F3090
D0008,A045,774,774,72,F3988
D0008,B2477,776,806,-72,F3988
D0009,A056,61,61,47,F4550
D0009,B1557,68,94,-47,F4550
D0009,A089,114,114,95,F6731
D0009,B2103,127,161,-95,F6731
D0009,A067,326,326,10,F5458
D0009,B5578,334,348,-10,F5458
D0009,S036,470,470,2,E0712
D0009,B6540,592,601,-2,E0712
D0009,A035,774,774,50,F3239
D0009,B7065,790,816,-50,F3239
D0010,A030,195,195,3,F2602
D0010,B5200,207,217,-3,F2602
D0010,A101,421,421,56,F7588
D0010,B5302,423,450,-56,F7588
D0010,A103,505,505,29,F7720
D0010,B3779,511,532,-29,F7720
D0010,S521,637,637,4,E3739
D0010,B6179,685,696,-4,E3739
D0010,A026,794,794,13,F2231
D0010,B8478,807,823,-13,F2231
D0011,A033,31,31,53,F2965
D0011,B2418,41,68,-53,F2965
D0011,S334,418,418,4,E2630
D0011,B8714,444,455,-4,E2630
D0011,A044,555,555,8,F3971
D0011,B8511,566,579,-8,F3971
D0011,A105,628,628,41,F7841
D0011,B7297,646,670,-41,F7841
D0011,A040,783,783,99,F3719
D0011,B3580,793,828,-99,F3719
D0012,S268,253,253,1,E2319
D0012,B1339,254,262,-1,E2319
D0012,A031,429,429,2,F2846
D0012,B7656,472,481,-2,F2846
D0012,S519,618,618,1,E3692
D0012,B6179,667,675,-1,E3692
D0012,A099,827,827,1,F7513
D0012,B8258,852,860,-1,F7513
D0013,S415,251,251,1,E3036
D0013,B7252,254,262,-1,E3036
D0013,S128,325,325,1,E1530
D0013,B5177,326,334,-1,E1530
D0013,S532,599,599,2,E3817
D0013,B3789,600,609,-2,E3817
D0013,A061,863,863,34,F4973
D0013,B8336,878,900,-34,F4973
D0014,A112,142,142,57,F8405
D0014,B7547,147,175,-57,F8405
D0014,S428,578,578,3,E3182
D0014,B6490,580,590,-3,E3182
D0014,A089,617,617,47,F6724
D0014,B1335,619,645,-47,F6724
D0014,A070,753,753,26,F5661
D0014,B0668,770,790,-26,F5661
D0015,A071,125,125,10,F5781
D0015,B2840,138,152,-10,F5781
D0015,A093,262,262,60,F6946
D0015,B0960,266,294,-60,F6946
D0015,S039,600,600,1,E0776
D0015,B0434,606,614,-1,E0776
D0015,A118,756,756,45,F8853
D0015,B8075,759,784,-45,F8853
D0016,A103,25,25,42,F7682
D0016,B0091,36,60,-42,F7682
D0016,A089,169,169,39,F6788
D0016,B9008,177,201,-39,F6788
D0016,S004,385,385,1,E0067
D0016,B3481,389,397,-1,E0067
D0016,S243,503,503,4,E2092
D0016,B4186,509,520,-4,E2092
D0016,A105,606,606,36,F7826
D0016,B4717,619,642,-36,F7826
D0016,A120,839,839,16,F8970
D0016,B6685,865,882,-16,F8970
D0017,A080,53,53,28,F6262
D0017,B8948,56,77,-28,F6262
D0017,A123,150,150,46,F9161
D0017,B8029,151,176,-46,F9161
D0017,S143,627,627,3,E1611
D0017,B8844,629,639,-3,E1611
D0017,A037,650,650,64,F3389
D0017,B3460,657,686,-64,F3389
D0017,A019,770,770,20,F1226
D0017,B1772,786,804,-20,F1226
D0018,A089,51,51,46,F6725
D0018,B1372,59,84,-46,F6725
D0018,A095,272,272,12,F7110
D0018,B4209,288,303,-12,F7110
D0018,A076,469,469,74,F6018
D0018,B5186,485,516,-74,F6018
D0018,A073,565,565,89,F5896
D0018,B1498,568,601,-89,F5896
D0018,A076,637,637,56,F6008
D0018,B4270,642,669,-56,F6008
D0018,A106,758,758,13,F7868
D0018,B1505,771,787,-13,F7868
D0019,A021,138,138,46,F1645
D0019,B6472,151,176,-46,F1645
D0019,A034,326,326,15,F3068
D0019,B4744,328,345,-15,F3068
D0019,A027,436,436,35,F2318
D0019,B9207,450,473,-35,F2318
D0019,A009,596,596,48,F0537
D0019,B1844,602,628,-48,F0537
D0019,S557,772,772,2,E3915
D0019,B5520,1069,1078,-2,E3915
D0020,A035,125,125,91,F3237
D0020,B7008,150,184,-91,F3237
D0020,A008,377,377,13,F0490
D0020,B7164,396,412,-13,F0490
D0020,A025,515,515,36,F2125
D0020,B8279,527,550,-36,F2125
D0020,A102,613,613,18,F7600
D0020,B0004,626,644,-18,F7600
D0020,A099,840,840,7,F7524
D0020,B9053,917,930,-7,F7524
D0021,A053,149,149,32,F4340
D0021,B1730,155,177,-32,F4340
D0021,A055,287,287,19,F4531
D0021,B8212,293,311,-19,F4531
D0021,A103,387,387,5,F7715
D0021,B3406,410,422,-5,F7715
D0021,A112,500,500,33,F8390
D0021,B5773,503,525,-33,F8390
D0021,A097,703,703,19,F7230
D0021,B3658,716,734,-19,F7230
D0022,S014,599,599,1,E0176
D0022,B6315,601,609,-1,E0176
D0022,S266,704,704,3,E2301
D0022,B7948,706,716,-3,E2301
D0022,A105,808,808,36,F7832
D0022,B6073,824,847,-36,F7832
D0023,A048,68,68,44,F4130
D0023,B1163,73,98,-44,F4130
D0023,A045,123,123,71,F4022
D0023,B8296,129,159,-71,F4022
D0023,S335,536,536,5,E2653
D0023,B7707,537,549,-5,E2653
D0023,S054,689,689,6,E1050
D0023,B6540,812,824,-6,E1050
D0024,S369,544,544,1,E2822
D0024,B4635,548,556,-1,E2822
D0024,A102,624,624,27,F7617
D0024,B1575,634,655,-27,F7617
D0024,S461,739,739,1,E3316
D0024,B5095,743,751,-1,E3316
D0025,S415,329,329,1,E3027
D0025,B3644,482,490,-1,E3027
D0025,S630,491,491,2,E4616
D0025,B3644,492,501,-2,E4616
D0025,S334,679,679,3,E2603
D0025,B4737,705,715,-3,E2603
D0025,A062,750,750,36,F5048
D0025,B8197,759,782,-36,F5048
D0026,S389,571,571,2,E2923
D0026,B2926,574,583,-2,E2923
D0026,A113,684,684,25,F8447
D0026,B8207,698,718,-25,F8447
D0026,A062,809,809,53,F5007
D0026,B2935,828,855,-53,F5007
D0027,S315,584,584,1,E2487
D0027,B3328,611,619,-1,E2487
D0027,A022,687,687,54,F1740
D0027,B6383,692,719,-54,F1740
D0027,A098,772,772,43,F7289
D0027,B2199,776,801,-43,F7289
D0028,A038,137,137,40,F3547
D0028,B3223,150,174,-40,F3547
D0028,A105,405,405,39,F7849
D0028,B8857,435,459,-39,F7849
D0028,A060,604,604,6,F4823
D0028,B8041,618,630,-6,F4823
D0028,S518,773,773,2,E3682
D0028,B6691,775,784,-2,E3682
D0029,A025,43,43,41,F2103
D0029,B6959,57,81,-41,F2103
D0029,A064,117,117,44,F5129
D0029,B8638,119,144,-44,F5129
D0029,S419,285,285,1,E3056
D0029,B2984,289,297,-1,E3056
D0029,A089,326,326,35,F6748
D0029,B3578,338,361,-35,F6748
D0029,S018,576,576,1,E0369
D0029,B0434,583,591,-1,E0369
D0029,S383,730,730,3,E2905
D0029,B8475,734,744,-3,E2905
D0030,A112,111,111,21,F8415
D0030,B8642,119,138,-21,F8415
D0030,S593,329,329,4,E4149
D0030,B3765,339,350,-4,E4149
D0030,S541,374,374,2,E3848
D0030,B1203,376,385,-2,E3848
D0030,A072,411,411,19,F5854
D0030,B5128,432,450,-19,F5854
D0030,A028,483,483,10,F2371
D0030,B4437,496,510,-10,F2371
D0030,A111,549,549,50,F8314
D0030,B4768,551,577,-50,F8314
D0030,S597,613,613,3,E4193
D0030,B6884,615,625,-3,E4193
D0030,A020,833,833,12,F1334
D0030,B1174,864,879,-12,F1334
D0031,A067,100,100,37,F5423
D0031,B3031,111,134,-37,F5423
D0031,A025,266,266,37,F2006
D0031,B1086,281,304,-37,F2006
D0031,A070,435,435,3,F5703
D0031,B4338,461,471,-3,F5703
D0031,A111,599,599,91,F8284
D0031,B0494,601,635,-91,F8284
D0031,A102,736,736,33,F7619
D0031,B1851,747,769,-33,F7619
D0032,S402,622,622,1,E2961
D0032,B3469,623,631,-1,E2961
D0032,A039,690,690,17,F3694
D0032,B7396,698,715,-17,F3694
D0032,S421,826,826,2,E3090
D0032,B4038,830,839,-2,E3090
D0033,A117,86,86,12,F8728
D0033,B1289,99,114,-12,F8728
